Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Age_clean,Embarked_clean,Fare_clean,Fare_clean_tr,Title,Cabin_ind,Family_cnt
3,1,45.0,0,0,6.975,54,2,45.0,3,6.975,1.4747175287817191,3,0,0
2,1,31.0,1,1,26.25,54,2,31.0,3,26.25,1.92232078407926,3,0,2
3,0,21.0,1,0,9.825,54,2,21.0,3,9.825,1.5793068236286465,15,0,1
3,1,25.0,0,0,7.8958,54,2,25.0,3,7.8958,1.5117473912278288,3,0,0
1,0,15.0,0,1,211.3375,74,2,15.0,3,211.3375,2.9173955295624148,15,1,1
3,1,26.0,0,0,7.8875,54,2,26.0,3,7.8875,1.5114294302204534,3,0,0
2,1,30.0,0,0,10.5,54,2,30.0,3,10.5,1.6004343344404717,3,0,0
1,0,24.0,0,0,69.3,65,0,24.0,0,69.3,2.3342461271493042,16,1,0
2,1,35.0,0,0,10.5,54,2,35.0,3,10.5,1.6004343344404717,3,0,0
2,1,70.0,0,0,10.5,54,2,65.0,3,10.5,1.6004343344404717,3,0,0
1,1,,0,0,0.0,56,2,29.69911764705882,3,0.0,0.0,3,1,0
3,1,21.0,0,0,16.1,54,2,21.0,3,16.1,1.7432720823741534,3,0,0
3,0,18.0,0,1,9.35,54,2,18.0,3,9.35,1.5637319948690074,4,0,1
3,0,,0,0,8.1375,54,1,29.69911764705882,2,8.1375,1.5208913865756826,15,0,0
3,1,1.0,5,2,46.9,54,2,1.0,3,46.9,2.1589101519708302,14,0,7
3,0,,8,2,69.55,54,2,29.69911764705882,3,69.55,2.3359278624155344,15,0,10
3,1,26.0,0,0,56.4958,54,2,26.0,3,56.4958,2.2408007055327177,3,0,0
3,1,25.0,1,0,7.775,54,2,25.0,3,7.775,1.5070930932320792,3,0,1
2,1,,0,0,0.0,54,2,29.69911764705882,3,0.0,0.0,3,0,0
3,1,20.0,0,0,9.5,54,2,20.0,3,9.5,1.5687174265360495,3,0,0
1,0,54.0,1,0,78.2667,144,0,54.0,0,78.2667,2.3917479178865846,15,1,1
3,1,22.0,0,0,8.05,54,2,22.0,3,8.05,1.5176064932892266,3,0,0
2,1,59.0,0,0,13.5,54,2,59.0,3,13.5,1.6829327181692992,3,0,0
2,0,54.0,1,3,23.0,54,2,54.0,3,23.0,1.8721712305548568,4,0,4
1,1,27.0,0,0,30.5,54,2,27.0,3,30.5,1.9808882133555448,3,0,0
1,1,31.0,1,0,52.0,80,2,31.0,3,52.0,2.2039445754429603,3,1,1
1,1,22.0,0,0,135.6333,54,0,22.0,0,135.6333,2.6697664164667194,3,0,0
1,1,33.0,0,0,5.0,76,2,33.0,3,5.0,1.3797296614612151,3,1,0
3,1,6.0,0,1,12.475,22,2,6.0,3,12.475,1.656563586916615,14,1,1
3,0,5.0,4,2,31.3875,54,2,5.0,3,31.3875,1.9922844494899752,15,0,6
1,1,39.0,0,0,0.0,13,2,39.0,3,0.0,0.0,3,1,0
3,1,24.5,0,0,8.05,54,2,24.5,3,8.05,1.5176064932892266,3,0,0
2,1,54.0,0,0,14.0,54,2,54.0,3,14.0,1.6952182030724354,10,0,0
3,1,,0,0,7.55,54,2,29.69911764705882,3,7.55,1.4982676079809925,3,0,0
3,1,,0,0,7.8958,54,2,29.69911764705882,3,7.8958,1.5117473912278288,3,0,0
3,1,30.0,0,0,7.2292,54,0,30.0,0,7.2292,1.4853132250847014,3,0,0
3,0,,0,0,7.8792,54,1,29.69911764705882,2,7.8792,1.5111112014285388,15,0,0
1,0,35.0,0,0,512.3292,54,0,35.0,0,249.0062200000004,3.014685687666117,15,0,0
1,0,21.0,0,0,77.9583,18,2,21.0,3,77.9583,2.389860064162019,15,1,0
1,1,32.0,0,0,30.5,75,0,32.0,0,30.5,1.9808882133555448,10,1,0
3,1,16.0,0,0,9.5,54,2,16.0,3,9.5,1.5687174265360495,3,0,0
3,0,22.0,0,0,7.25,54,2,22.0,3,7.25,1.4861669577303998,15,0,0
3,1,,0,0,7.8958,54,2,29.69911764705882,3,7.8958,1.5117473912278288,3,0,0
1,1,38.0,1,0,90.0,134,2,38.0,3,90.0,2.4595094858493645,3,1,1
3,1,,8,2,69.55,54,2,29.69911764705882,3,69.55,2.3359278624155344,3,0,10
2,1,25.0,1,0,26.0,54,2,25.0,3,26.0,1.9186451916253064,3,0,1
2,0,33.0,1,2,27.75,54,2,33.0,3,27.75,1.9438045639530088,4,0,3
3,0,,1,0,16.1,54,2,29.69911764705882,3,16.1,1.7432720823741534,4,0,1
1,1,18.0,1,0,108.9,120,0,18.0,0,108.9,2.5550863153165126,3,1,1
3,1,,1,0,16.1,54,2,29.69911764705882,3,16.1,1.7432720823741534,3,0,1
3,1,,0,0,7.8958,54,2,29.69911764705882,3,7.8958,1.5117473912278288,3,0,0
3,1,2.0,4,1,39.6875,54,2,2.0,3,39.6875,2.0880012221280344,14,0,5
3,1,0.42,0,1,8.5167,54,0,0.42,0,8.5167,1.53480876217211,14,0,1
2,1,26.0,0,0,10.5,54,2,26.0,3,10.5,1.6004343344404717,3,0,0
3,1,41.0,0,0,7.125,54,2,41.0,3,7.125,1.4810065311433624,3,0,0
1,1,48.0,1,0,76.7292,4,0,48.0,0,76.7292,2.3822763210228204,3,1,1
2,0,48.0,1,2,65.0,54,2,48.0,3,65.0,2.3045316198021406,4,0,3
1,0,48.0,1,0,39.6,60,0,48.0,0,39.6,2.0870797156498897,12,1,1
3,1,4.0,4,2,31.275,54,2,4.0,3,31.275,1.9908542366373856,14,0,6
1,0,39.0,1,0,55.9,33,2,39.0,3,55.9,2.236054381834505,4,1,1
3,0,33.0,3,0,15.85,54,2,33.0,3,15.85,1.7378242505455312,4,0,3
2,1,29.0,0,0,10.5,54,2,29.0,3,10.5,1.6004343344404717,3,0,0
1,1,49.0,1,1,110.8833,121,0,49.0,0,110.8833,2.5643259572237604,3,1,2
3,1,,8,2,69.55,54,2,29.69911764705882,3,69.55,2.3359278624155344,14,0,10
3,1,,0,0,7.2292,54,0,29.69911764705882,0,7.2292,1.4853132250847014,3,0,0
1,1,42.0,1,0,52.0,54,2,42.0,3,52.0,2.2039445754429603,3,0,1
1,0,36.0,0,2,71.0,61,2,36.0,3,71.0,2.345587668505003,15,1,2
1,1,61.0,0,0,33.5,58,2,61.0,3,33.5,2.018408011896243,3,1,0
3,0,18.0,0,0,6.75,54,1,18.0,2,6.75,1.4650780257917608,15,0,0
3,0,18.0,0,0,7.4958,54,2,18.0,3,7.4958,1.4961102490661968,15,0,0
2,1,0.67,1,1,14.5,54,2,0.67,3,14.5,1.7071575395958585,14,0,2
3,1,32.0,0,0,56.4958,54,2,32.0,3,56.4958,2.2408007055327177,3,0,0
3,1,,0,0,8.05,54,2,29.69911764705882,3,8.05,1.5176064932892266,3,0,0
3,1,,0,0,8.05,54,2,29.69911764705882,3,8.05,1.5176064932892266,3,0,0
3,0,,1,0,14.4542,54,0,29.69911764705882,0,14.4542,1.7060777218137082,15,0,1
3,1,16.0,0,0,8.05,54,2,16.0,3,8.05,1.5176064932892266,3,0,0
1,1,31.0,1,0,57.0,59,2,31.0,3,57.0,2.244786134364092,3,1,1
1,1,48.0,0,0,26.55,21,2,48.0,3,26.55,1.9266947105086851,3,1,0
3,1,22.0,0,0,7.225,54,0,22.0,0,7.225,1.4851405983548165,3,0,0
3,0,13.0,0,0,7.2292,54,0,13.0,0,7.2292,1.4853132250847014,15,0,0
3,1,32.0,1,0,15.85,54,2,32.0,3,15.85,1.7378242505455312,3,0,1
3,1,28.0,2,0,7.925,54,2,28.0,3,7.925,1.5128638802220769,3,0,2
2,1,46.0,0,0,26.0,54,2,46.0,3,26.0,1.9186451916253064,3,0,0
3,1,28.0,0,0,7.7958,54,2,28.0,3,7.7958,1.5078985992178089,3,0,0
2,1,42.0,1,0,27.0,54,2,42.0,3,27.0,1.9331820449317632,3,0,1
3,1,35.0,0,0,8.05,54,2,35.0,3,8.05,1.5176064932892266,3,0,0
3,0,2.0,3,2,27.9,54,2,2.0,3,27.9,1.945901445382932,15,0,5
3,0,31.0,0,0,8.6833,54,2,31.0,3,8.6833,1.5407669749834547,4,0,0
3,0,,1,0,15.5,54,1,29.69911764705882,2,15.5,1.7300806134344884,15,0,1
3,1,,0,0,7.8958,54,2,29.69911764705882,3,7.8958,1.5117473912278288,3,0,0
2,0,19.0,1,0,26.0,54,2,19.0,3,26.0,1.9186451916253064,4,0,1
3,1,20.0,0,0,8.6625,54,2,20.0,3,8.6625,1.5400281152322484,3,0,0
3,1,14.0,5,2,46.9,54,2,14.0,3,46.9,2.1589101519708302,3,0,7
2,0,34.0,0,1,23.0,54,2,34.0,3,23.0,1.8721712305548568,4,0,1
3,0,,0,0,7.7375,54,1,29.69911764705882,2,7.7375,1.5056364928034152,15,0,0
3,0,,0,0,7.75,54,1,29.69911764705882,2,7.75,1.5061226525730975,15,0,0
3,1,51.0,0,0,7.75,54,2,51.0,3,7.75,1.5061226525730975,3,0,0
3,0,,0,0,7.6292,54,1,29.69911764705882,2,7.6292,1.5013978859511077,15,0,0
3,0,,0,0,7.75,54,1,29.69911764705882,2,7.75,1.5061226525730975,15,0,0
3,0,,0,0,7.75,54,1,29.69911764705882,2,7.75,1.5061226525730975,15,0,0
3,1,28.0,0,0,9.5,54,2,28.0,3,9.5,1.5687174265360495,3,0,0
2,1,25.0,0,0,13.0,54,2,25.0,3,13.0,1.6702776523348104,3,0,0
1,1,19.0,3,2,263.0,108,2,19.0,3,249.0062200000004,3.014685687666117,3,1,5
3,1,35.0,0,0,7.8958,54,0,35.0,0,7.8958,1.5117473912278288,3,0,0
1,0,35.0,1,0,83.475,127,2,35.0,3,83.475,2.4227649690880897,4,1,1
3,1,9.0,1,1,15.9,54,2,9.0,3,15.9,1.7389192887497669,14,0,2
3,1,20.0,0,0,4.0125,54,0,20.0,0,4.0125,1.3203315742802268,3,0,0
2,1,42.0,0,0,13.0,54,2,42.0,3,13.0,1.6702776523348104,3,0,0
2,1,30.0,0,0,13.0,54,2,30.0,3,13.0,1.6702776523348104,3,0,0
2,1,,0,0,0.0,54,2,29.69911764705882,3,0.0,0.0,3,0,0
3,1,21.0,0,0,7.7958,54,2,21.0,3,7.7958,1.5078985992178089,3,0,0
3,1,47.0,0,0,7.25,54,2,47.0,3,7.25,1.4861669577303998,3,0,0
1,0,25.0,1,2,151.55,107,2,25.0,3,151.55,2.7296765455688243,4,1,3
3,1,16.0,0,0,9.2167,54,2,16.0,3,9.2167,1.5592476217743834,3,0,0
1,1,45.0,1,0,83.475,127,2,45.0,3,83.475,2.4227649690880897,3,1,1
3,1,38.0,0,0,8.6625,54,2,38.0,3,8.6625,1.5400281152322484,3,0,0
1,1,56.0,0,0,35.5,115,0,56.0,0,35.5,2.041952666077473,1,1,0
3,0,,1,1,22.3583,44,0,29.69911764705882,0,22.3583,1.8616059391629158,15,1,2
1,1,31.0,0,0,50.4958,104,2,31.0,3,50.4958,2.1910437597196295,3,1,0
1,0,30.0,0,0,93.5,81,2,30.0,3,93.5,2.478348193501527,15,1,0
1,1,,0,0,27.7208,54,0,29.69911764705882,0,27.7208,1.9433953171183056,3,0,0
3,0,14.0,0,0,7.8542,54,2,14.0,3,7.8542,1.5101510578167705,15,0,0
3,0,16.0,0,0,7.7333,54,1,16.0,2,7.7333,1.5054730020960585,15,0,0
3,0,40.0,1,0,9.475,54,2,40.0,3,9.475,1.567890915314925,4,0,1
1,1,55.0,0,0,30.5,109,2,55.0,3,30.5,1.9808882133555448,3,1,0
3,1,19.0,0,0,7.775,54,2,19.0,3,7.775,1.5070930932320792,3,0,0
1,1,45.0,0,0,26.55,54,2,45.0,3,26.55,1.9266947105086851,3,0,0
1,0,36.0,1,2,120.0,90,2,36.0,3,120.0,2.605171084697352,4,1,3
3,0,27.0,0,0,7.925,54,2,27.0,3,7.925,1.5128638802220769,15,0,0
1,0,49.0,1,0,76.7292,4,0,49.0,0,76.7292,2.3822763210228204,4,1,1
1,0,41.0,0,0,134.5,32,0,41.0,0,134.5,2.6652899203066687,15,1,0
1,1,19.0,1,0,53.1,3,2,19.0,3,53.1,2.213191044542816,3,1,1
3,1,33.0,0,0,7.775,54,2,33.0,3,7.775,1.5070930932320792,3,0,0
1,1,27.0,1,0,53.1,43,2,27.0,3,53.1,2.213191044542816,3,1,1
1,1,,0,0,27.7208,54,0,29.69911764705882,0,27.7208,1.9433953171183056,3,0,0
1,1,35.0,0,0,26.2875,25,2,35.0,3,26.2875,1.9228697050094496,3,1,0
3,0,29.0,1,1,10.4625,52,2,29.0,3,10.4625,1.599289530454204,4,1,2
2,0,30.0,3,0,21.0,54,2,30.0,3,21.0,1.8384162872525438,4,0,3
3,1,34.0,0,0,8.05,54,2,34.0,3,8.05,1.5176064932892266,3,0,0
3,1,29.0,0,0,7.8958,54,0,29.0,0,7.8958,1.5117473912278288,3,0,0
1,0,19.0,0,0,30.0,72,2,19.0,3,30.0,1.97435048583482,15,1,0
1,0,35.0,0,0,135.6333,136,2,35.0,3,135.6333,2.6697664164667194,15,1,0
3,1,,8,2,69.55,54,2,29.69911764705882,3,69.55,2.3359278624155344,3,0,10
2,0,40.0,0,0,15.75,54,2,40.0,3,15.75,1.7356258573562682,4,0,0
1,1,62.0,0,0,26.55,54,2,62.0,3,26.55,1.9266947105086851,3,0,0
3,0,25.0,1,0,7.925,54,2,25.0,3,7.925,1.5128638802220769,15,0,1
3,1,26.0,0,0,8.05,54,2,26.0,3,8.05,1.5176064932892266,3,0,0
3,0,18.0,0,1,14.4542,54,0,18.0,0,14.4542,1.7060777218137082,15,0,1
2,1,34.0,1,0,21.0,54,2,34.0,3,21.0,1.8384162872525438,3,0,1
3,1,48.0,0,0,7.8542,54,2,48.0,3,7.8542,1.5101510578167705,3,0,0
3,1,28.0,0,0,7.8958,54,2,28.0,3,7.8958,1.5117473912278288,3,0,0
3,1,24.0,2,0,24.15,54,2,24.0,3,24.15,1.8905293628517983,3,0,2
2,0,17.0,0,0,12.0,54,0,17.0,0,12.0,1.6437518295172258,15,0,0
1,0,38.0,1,0,71.2833,128,0,38.0,0,71.2833,2.3474565330998125,4,1,1
3,1,,0,0,7.2292,54,0,29.69911764705882,0,7.2292,1.4853132250847014,3,0,0
3,1,40.0,0,0,7.8958,54,2,40.0,3,7.8958,1.5117473912278288,3,0,0
3,1,22.0,0,0,9.0,54,2,22.0,3,9.0,1.5518455739153598,3,0,0
3,0,2.0,0,1,10.4625,52,2,2.0,3,10.4625,1.599289530454204,15,1,1
1,1,28.0,1,0,82.1708,54,0,28.0,0,82.1708,2.415146629865549,3,0,1
3,1,18.0,0,0,7.75,54,2,18.0,3,7.75,1.5061226525730975,3,0,0
3,1,28.0,0,0,22.525,54,2,28.0,3,22.525,1.864373665876108,3,0,0
2,0,19.0,0,0,26.0,54,2,19.0,3,26.0,1.9186451916253064,15,0,0
3,1,,0,0,8.05,54,2,29.69911764705882,3,8.05,1.5176064932892266,3,0,0
1,0,60.0,1,0,75.25,7,0,60.0,0,75.25,2.3730194664447053,4,1,1
3,1,20.0,0,0,7.8542,54,2,20.0,3,7.8542,1.5101510578167705,3,0,0
1,1,45.0,0,0,35.5,53,2,45.0,3,35.5,2.041952666077473,3,1,0
3,0,,0,0,8.05,54,2,29.69911764705882,3,8.05,1.5176064932892266,15,0,0
2,0,24.0,0,0,13.0,49,2,24.0,3,13.0,1.6702776523348104,15,1,0
3,1,,0,0,7.75,50,1,29.69911764705882,2,7.75,1.5061226525730975,3,1,0
3,0,,1,0,15.5,54,1,29.69911764705882,2,15.5,1.7300806134344884,15,0,1
3,1,39.0,1,5,31.275,54,2,39.0,3,31.275,1.9908542366373856,3,0,6
3,0,26.0,0,0,7.8542,54,2,26.0,3,7.8542,1.5101510578167705,15,0,0
2,0,24.0,2,1,27.0,54,2,24.0,3,27.0,1.9331820449317632,4,0,3
2,0,36.0,0,0,13.0,54,2,36.0,3,13.0,1.6702776523348104,15,0,0
1,1,37.0,0,1,29.7,98,0,37.0,0,29.7,1.9703858946219757,3,1,1
1,0,,0,1,55.0,28,2,29.69911764705882,3,55.0,2.2288073840335185,4,1,1
2,1,28.0,0,0,10.5,54,2,28.0,3,10.5,1.6004343344404717,3,0,0
3,1,19.0,0,0,7.8958,54,2,19.0,3,7.8958,1.5117473912278288,3,0,0
3,1,43.0,0,0,6.45,54,2,43.0,3,6.45,1.4518172188753904,3,0,0
1,1,25.0,1,0,91.0792,73,0,25.0,0,91.0792,2.4653798464203334,3,1,1
3,1,47.0,0,0,9.0,54,2,47.0,3,9.0,1.5518455739153598,3,0,0
1,0,16.0,0,0,86.5,85,2,16.0,3,86.5,2.4400752592578163,15,1,0
2,1,0.83,1,1,18.75,54,2,0.83,3,18.75,1.7972159093690117,14,0,2
3,1,22.0,0,0,7.125,54,2,22.0,3,7.125,1.4810065311433624,3,0,0
3,1,19.0,0,0,7.8958,54,2,19.0,3,7.8958,1.5117473912278288,3,0,0
2,1,28.0,0,0,13.5,54,2,28.0,3,13.5,1.6829327181692992,3,0,0
3,1,14.0,4,1,39.6875,54,2,14.0,3,39.6875,2.0880012221280344,3,0,5
3,1,36.0,0,0,7.8958,54,2,36.0,3,7.8958,1.5117473912278288,3,0,0
1,1,29.0,0,0,30.0,16,2,29.0,3,30.0,1.97435048583482,3,1,0
3,1,42.0,0,0,7.65,45,2,42.0,3,7.65,1.5022156669730249,3,1,0
1,1,,0,0,52.0,1,2,29.69911764705882,3,52.0,2.2039445754429603,3,1,0
1,1,27.0,0,0,76.7292,12,0,27.0,0,76.7292,2.3822763210228204,3,1,0
3,1,29.0,0,0,7.75,54,1,29.0,2,7.75,1.5061226525730975,3,0,0
2,0,5.0,1,2,27.75,54,2,5.0,3,27.75,1.9438045639530088,15,0,3
3,0,22.0,0,0,9.8375,54,2,22.0,3,9.8375,1.5797084785187545,15,0,0
3,1,,0,0,7.75,54,1,29.69911764705882,2,7.75,1.5061226525730975,3,0,0
2,0,30.0,0,0,13.0,54,2,30.0,3,13.0,1.6702776523348104,15,0,0
1,1,62.0,0,0,26.55,130,2,62.0,3,26.55,1.9266947105086851,3,1,0
2,1,34.0,0,0,13.0,15,2,34.0,3,13.0,1.6702776523348104,3,1,0
3,1,28.0,0,0,7.8958,54,2,28.0,3,7.8958,1.5117473912278288,3,0,0
3,1,,0,0,7.75,54,1,29.69911764705882,2,7.75,1.5061226525730975,3,0,0
3,1,44.0,0,1,16.1,54,2,44.0,3,16.1,1.7432720823741534,3,0,1
3,0,45.0,0,0,7.75,54,2,45.0,3,7.75,1.5061226525730975,15,0,0
2,1,19.0,0,0,13.0,54,2,19.0,3,13.0,1.6702776523348104,3,0,0
2,1,18.0,0,0,73.5,54,2,18.0,3,73.5,2.3618780376616875,3,0,0
3,1,31.0,0,0,7.775,54,2,31.0,3,7.775,1.5070930932320792,3,0,0
2,1,,0,0,0.0,54,2,29.69911764705882,3,0.0,0.0,3,0,0
3,1,21.0,0,0,7.25,54,2,21.0,3,7.25,1.4861669577303998,3,0,0
2,1,25.0,0,0,13.0,54,2,25.0,3,13.0,1.6702776523348104,3,0,0
3,1,32.0,0,0,8.3625,54,2,32.0,3,8.3625,1.5292103408688087,3,0,0
2,1,30.0,1,0,24.0,54,0,30.0,0,24.0,1.888175022589804,3,0,1
3,1,40.0,0,0,7.225,54,0,40.0,0,7.225,1.4851405983548165,3,0,0
3,1,33.0,0,0,7.8958,54,0,33.0,0,7.8958,1.5117473912278288,3,0,0
3,1,36.0,0,0,7.4958,54,2,36.0,3,7.4958,1.4961102490661968,3,0,0
1,0,47.0,1,1,52.5542,5,2,47.0,3,52.5542,2.208622468138815,4,1,2
2,1,34.0,1,0,26.0,54,2,34.0,3,26.0,1.9186451916253064,3,0,1
3,1,19.0,0,0,8.05,54,2,19.0,3,8.05,1.5176064932892266,3,0,0
3,1,,0,0,8.05,54,2,29.69911764705882,3,8.05,1.5176064932892266,3,0,0
2,0,50.0,0,0,10.5,54,2,50.0,3,10.5,1.6004343344404717,15,0,0
3,0,,2,0,23.25,54,1,29.69911764705882,2,23.25,1.8762235871661008,15,0,2
3,1,,1,0,7.75,54,1,29.69911764705882,2,7.75,1.5061226525730975,3,0,1
2,1,,0,0,0.0,54,2,29.69911764705882,3,0.0,0.0,3,0,0
3,1,,0,0,8.05,54,2,29.69911764705882,3,8.05,1.5176064932892266,3,0,0
3,1,35.0,0,0,8.05,54,2,35.0,3,8.05,1.5176064932892266,3,0,0
2,1,35.0,0,0,26.0,54,2,35.0,3,26.0,1.9186451916253064,3,0,0
1,0,18.0,1,0,227.525,119,0,18.0,0,227.525,2.9607778604132067,4,1,1
3,0,16.0,5,2,46.9,54,2,16.0,3,46.9,2.1589101519708302,15,0,7
3,0,21.0,0,0,7.65,54,2,21.0,3,7.65,1.5022156669730249,15,0,0
1,1,,0,0,31.0,54,2,29.69911764705882,3,31.0,1.987340754664458,3,0,0
3,1,41.0,2,0,14.1083,54,2,41.0,3,14.1083,1.6978328697498897,3,0,2
1,0,14.0,1,2,120.0,90,2,14.0,3,120.0,2.605171084697352,15,1,3
1,1,21.0,0,1,77.2875,146,2,21.0,3,77.2875,2.3857330771281977,3,1,1
